Episode,Snake Size,Epsilon,Total Reward
1769,1,0.17,-0.04
1770,1,0.17,-0.06
1771,1,0.17,-0.08
1772,1,0.17,-0.06
1773,1,0.17,-0.07
1774,1,0.17,-0.11
1775,1,0.17,-0.07
1776,1,0.17,-0.04
1777,1,0.17,-0.04
1778,1,0.17,-0.05
1779,1,0.17,-0.05
1780,1,0.17,-0.05
1781,1,0.17,-0.12
1782,1,0.17,-0.11
1783,1,0.17,-0.12
1784,1,0.17,-0.11
1785,1,0.17,-0.05
1786,1,0.17,-0.06
1787,1,0.17,-0.04
1788,1,0.17,-0.05
1789,1,0.17,-0.09
1790,1,0.17,-0.11
1791,1,0.17,-0.08
1792,1,0.17,-0.08
1793,1,0.17,-0.04
1794,1,0.17,-0.05
1795,1,0.17,-0.07
1796,1,0.17,-0.07
1797,1,0.17,-0.09
1798,1,0.17,-0.06
1799,1,0.17,-0.05
1800,1,0.17,-0.07
1801,1,0.17,-0.11
1802,1,0.16,-0.09
1803,1,0.16,-0.09
1804,2,0.16,9.97
1805,1,0.16,-0.04
1806,1,0.16,-0.09
1807,1,0.16,-0.06
1808,1,0.16,-0.11
1809,1,0.16,-0.11
1810,1,0.16,-0.08
1811,1,0.16,-0.06
1812,1,0.16,-0.06
1813,1,0.16,-0.09
1814,1,0.16,-0.1
1815,1,0.16,-0.1
1816,1,0.16,-0.05
1817,1,0.16,-0.05
1818,1,0.16,-0.11
1819,1,0.16,-0.06
1820,1,0.16,-0.07
1821,1,0.16,-0.09
1822,1,0.16,-0.1
1823,1,0.16,-0.05
1824,1,0.16,-0.1
1825,1,0.16,-0.09
1826,2,0.16,9.94
1827,1,0.16,-0.06
1828,1,0.16,-0.09
1829,1,0.16,-0.07
1830,1,0.16,-0.06
1831,1,0.16,-0.06
1832,1,0.16,-0.07
1833,1,0.16,-0.04
1834,1,0.16,-0.05
1835,1,0.16,-0.05
1836,1,0.16,-0.08
1837,1,0.16,-0.1
1838,1,0.16,-0.04
1839,1,0.16,-0.09
1840,1,0.16,-0.1
1841,1,0.16,-0.07
1842,1,0.16,-0.08
1843,1,0.16,-0.04
1844,1,0.16,-0.06
1845,1,0.16,-0.1
1846,1,0.16,-0.09
1847,1,0.16,-0.05
1848,1,0.16,-0.1
1849,1,0.16,-0.09
1850,1,0.16,-0.09
1851,1,0.16,-0.07
1852,1,0.16,-0.04
1853,1,0.16,-0.09
1854,1,0.16,-0.06
1855,1,0.16,-0.05
1856,1,0.16,-0.06
1857,1,0.16,-0.11
1858,1,0.16,-0.05
1859,1,0.16,-0.05
1860,1,0.16,-0.06
1861,1,0.16,-0.06
1862,1,0.16,-0.09
1863,1,0.16,-0.12
1864,1,0.16,-0.06
1865,2,0.15,9.97
1866,1,0.15,-0.05
1867,1,0.15,-0.05
1868,1,0.15,-0.04
1869,1,0.15,-0.05
1870,2,0.15,9.94
1871,1,0.15,-0.08
1872,1,0.15,-0.07
1873,1,0.15,-0.1
1874,1,0.15,-0.08
1875,1,0.15,-0.05
1876,1,0.15,-0.04
1877,1,0.15,-0.06
1878,1,0.15,-0.08
1879,1,0.15,-0.09
1880,1,0.15,-0.04
1881,1,0.15,-0.09
1882,1,0.15,-0.06
1883,1,0.15,-0.08
1884,1,0.15,-0.11
1885,1,0.15,-0.04
1886,1,0.15,-0.04
1887,1,0.15,-0.07
1888,1,0.15,-0.11
1889,1,0.15,-0.1
1890,1,0.15,-0.12
1891,1,0.15,-0.06
1892,1,0.15,-0.05
1893,1,0.15,-0.08
1894,1,0.15,-0.08
1895,1,0.15,-0.1
1896,1,0.15,-0.11
1897,1,0.15,-0.05
1898,1,0.15,-0.05
1899,1,0.15,-0.07
1900,1,0.15,-0.08
1901,1,0.15,-0.07
1902,1,0.15,-0.05
1903,1,0.15,-0.08
1904,1,0.15,-0.06
1905,1,0.15,-0.09
1906,1,0.15,-0.1
1907,1,0.15,-0.08
1908,1,0.15,-0.09
1909,1,0.15,-0.07
1910,1,0.15,-0.07
1911,1,0.15,-0.08
1912,1,0.15,-0.09
1913,1,0.15,-0.11
1914,1,0.15,-0.07
1915,1,0.15,-0.1
1916,1,0.15,-0.05
1917,1,0.15,-0.11
1918,1,0.15,-0.05
1919,1,0.15,-0.05
1920,1,0.15,-0.06
1921,1,0.15,-0.04
1922,1,0.15,-0.11
1923,1,0.15,-0.05
1924,1,0.15,-0.08
1925,1,0.15,-0.06
1926,1,0.15,-0.06
1927,1,0.15,-0.05
1928,1,0.15,-0.13
1929,1,0.15,-0.04
1930,1,0.15,-0.14
1931,1,0.15,-0.06
1932,1,0.14,-0.06
1933,1,0.14,-0.08
1934,1,0.14,-0.06
1935,1,0.14,-0.13
1936,1,0.14,-0.05
1937,1,0.14,-0.05
1938,1,0.14,-0.07
1939,1,0.14,-0.06
1940,1,0.14,-0.09
1941,1,0.14,-0.06
1942,1,0.14,-0.09
1943,1,0.14,-0.08
1944,1,0.14,-0.08
1945,1,0.14,-0.06
1946,1,0.14,-0.06
1947,1,0.14,-0.09
1948,1,0.14,-0.05
1949,2,0.14,9.92
1950,1,0.14,-0.06
1951,1,0.14,-0.07
1952,1,0.14,-0.07
1953,1,0.14,-0.09
1954,1,0.14,-0.08
1955,1,0.14,-0.14
1956,1,0.14,-0.07
1957,1,0.14,-0.05
1958,1,0.14,-0.07
1959,1,0.14,-0.09
1960,1,0.14,-0.06
1961,1,0.14,-0.12
1962,1,0.14,-0.04
1963,1,0.14,-0.13
1964,1,0.14,-0.07
1965,1,0.14,-0.07
1966,1,0.14,-0.08
1967,1,0.14,-0.05
1968,1,0.14,-0.07
1969,1,0.14,-0.08
1970,1,0.14,-0.08
1971,1,0.14,-0.05
1972,1,0.14,-0.09
1973,1,0.14,-0.1
1974,1,0.14,-0.05
1975,1,0.14,-0.05
1976,1,0.14,-0.09
1977,1,0.14,-0.06
1978,1,0.14,-0.07
1979,1,0.14,-0.05
1980,1,0.14,-0.11
1981,1,0.14,-0.05
1982,1,0.14,-0.06
1983,1,0.14,-0.08
1984,1,0.14,-0.11
1985,1,0.14,-0.09
1986,1,0.14,-0.07
1987,1,0.14,-0.04
1988,1,0.14,-0.04
1989,1,0.14,-0.09
1990,1,0.14,-0.09
1991,1,0.14,-0.06
1992,1,0.14,-0.08
1993,1,0.14,-0.05
1994,1,0.14,-0.06
1995,1,0.14,-0.06
1996,1,0.14,-0.08
1997,1,0.14,-0.08
1998,1,0.14,-0.08
1999,1,0.14,-0.07
2000,1,0.14,-0.07
